Track_Name,Track_ID,URL,Artist(s),Album,Popularity,Duration,Tempo,Key,Mode,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveliness,Valence,Time_Signature,Common Genre
You Get Me So High,spotify:track:7zwn1eykZtZ5LODrf7c0tS,https://open.spotify.com/track/7zwn1eykZtZ5LODrf7c0tS,['The Neighbourhood'],Hard To Imagine The Neighbourhood Ever Changing,85,2.55,88.036,7,0,0.551,0.881,-6.099,0.0542,0.186,0.0791,0.152,0.387,4,pov: indie
Northern Attitude (with Hozier),spotify:track:4oEf84vBYVftf6KmZexhVo,https://open.spotify.com/track/4oEf84vBYVftf6KmZexhVo,"['Noah Kahan', 'Hozier']",Northern Attitude (with Hozier),83,4.45,122.017,3,1,0.486,0.64,-8.027,0.0551,0.136,7.58e-05,0.105,0.289,4,pov: indie
Take Me to Church,spotify:track:1CS7Sd1u5tWkstBhpssyjP,https://open.spotify.com/track/1CS7Sd1u5tWkstBhpssyjP,['Hozier'],Hozier (Expanded Edition),80,4.03,128.945,4,0,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,4,pov: indie
Work Song,spotify:track:5TgEJ62DOzBpGxZ7WRsrqb,https://open.spotify.com/track/5TgEJ62DOzBpGxZ7WRsrqb,['Hozier'],Hozier (Expanded Edition),80,3.83,121.412,10,1,0.531,0.363,-7.672,0.0608,0.749,0.0,0.112,0.259,4,pov: indie
Would That I,spotify:track:37zuIvk4KBkAxxLJsxJaHq,https://open.spotify.com/track/37zuIvk4KBkAxxLJsxJaHq,['Hozier'],"Wasteland, Baby!",77,4.47,130.694,5,1,0.521,0.526,-6.032,0.0281,0.243,0.00537,0.108,0.502,4,pov: indie
Like Real People Do,spotify:track:57V4uc2b2diZ4RPHXWecb9,https://open.spotify.com/track/57V4uc2b2diZ4RPHXWecb9,['Hozier'],Hozier (Expanded Edition),76,3.3,140.01,7,1,0.539,0.179,-14.33,0.0309,0.921,0.393,0.106,0.145,3,pov: indie
Lovers Rock,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,https://open.spotify.com/track/6dBUzqjtbnIa1TwYbyw5CM,['TV Girl'],French Exit,89,3.57,104.97,5,0,0.559,0.871,-5.338,0.0397,7.53e-06,0.00545,0.096,0.572,4,pov: indie
Not Allowed,spotify:track:3IznIgmXtrUaoPWpQTy5jB,https://open.spotify.com/track/3IznIgmXtrUaoPWpQTy5jB,['TV Girl'],Who Really Cares,87,2.8,104.965,1,1,0.67,0.905,-6.855,0.129,0.669,0.000227,0.349,0.563,4,pov: indie
Cigarettes out the Window,spotify:track:6QeYSvYqYUsfBzsApbjDHO,https://open.spotify.com/track/6QeYSvYqYUsfBzsApbjDHO,['TV Girl'],Who Really Cares,86,3.32,113.551,0,1,0.625,0.659,-5.669,0.0337,0.12,0.0,0.17,0.594,4,pov: indie
Blue Hair,spotify:track:39sDitIeCMrVX2QyXHY46t,https://open.spotify.com/track/39sDitIeCMrVX2QyXHY46t,['TV Girl'],Death of a Party Girl,86,3.62,135.73,4,1,0.751,0.72,-6.376,0.0303,0.554,0.0497,0.258,0.884,4,pov: indie
The Blonde,spotify:track:72cGBEqu7RitIOoACXYjfR,https://open.spotify.com/track/72cGBEqu7RitIOoACXYjfR,['TV Girl'],French Exit,79,3.8,87.692,1,0,0.501,0.547,-7.961,0.0243,0.225,0.912,0.288,0.225,4,pov: indie
Gimme! Gimme! Gimme! (A Man After Midnight),spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,https://open.spotify.com/track/3vkQ5DAB1qQMYO4Mr9zJN6,['ABBA'],Voulez-Vous,82,4.88,119.528,10,1,0.749,0.491,-9.655,0.0403,0.02,0.00899,0.159,0.536,4,swedish pop
Mamma Mia,spotify:track:2TxCwUlqaOH3TIyJqGgR91,https://open.spotify.com/track/2TxCwUlqaOH3TIyJqGgR91,['ABBA'],Abba,79,3.55,137.547,2,1,0.749,0.748,-7.011,0.0323,0.295,0.000443,0.469,0.827,4,swedish pop
Lay All Your Love On Me,spotify:track:4euAGZTszWPrriggYK0HG9,https://open.spotify.com/track/4euAGZTszWPrriggYK0HG9,['ABBA'],Super Trouper,78,4.57,133.481,2,0,0.678,0.727,-7.844,0.0258,0.117,0.00396,0.354,0.71,4,swedish pop
Take A Chance On Me,spotify:track:5BckPAYcKEJuYs1eV1BHHe,https://open.spotify.com/track/5BckPAYcKEJuYs1eV1BHHe,['ABBA'],The Album,77,4.07,107.064,11,1,0.684,0.675,-8.123,0.0257,0.163,0.0,0.242,0.924,4,swedish pop
The Winner Takes It All,spotify:track:3oEkrIfXfSh9zGnE7eBzSV,https://open.spotify.com/track/3oEkrIfXfSh9zGnE7eBzSV,['ABBA'],Super Trouper,76,4.91,126.15,6,1,0.454,0.788,-6.748,0.0371,0.574,0.000766,0.0859,0.52,4,swedish pop
Lush Life,spotify:track:1rIKgCH4H52lrvDcz50hS8,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,['Zara Larsson'],So Good,81,3.35,98.023,7,0,0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,4,swedish pop
Words (feat. Zara Larsson),spotify:track:1bgKMxPQU7JIZEhNsM1vFs,https://open.spotify.com/track/1bgKMxPQU7JIZEhNsM1vFs,"['Alesso', 'Zara Larsson']",Words (feat. Zara Larsson),81,2.38,124.026,10,0,0.739,0.586,-5.079,0.0472,0.0245,0.000252,0.308,0.444,4,swedish pop
Can't Tame Her,spotify:track:4vOoQh9MhS9pyrbvc8LyMz,https://open.spotify.com/track/4vOoQh9MhS9pyrbvc8LyMz,['Zara Larsson'],Can't Tame Her,78,3.28,181.882,6,0,0.584,0.915,-3.199,0.11,0.00686,0.000155,0.098,0.57,4,swedish pop
Never Forget You,spotify:track:6hmhG1b4LEyNuashVvuIAo,https://open.spotify.com/track/6hmhG1b4LEyNuashVvuIAo,"['Zara Larsson', 'MNEK']",So Good,75,3.56,145.992,11,0,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,4,swedish pop
Ain't My Fault,spotify:track:0ADG9OgdVTL7fgREP75BrZ,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ,['Zara Larsson'],So Good,70,3.73,141.153,6,0,0.576,0.782,-4.825,0.0296,0.00778,0.0,0.285,0.355,4,swedish pop
Habits (Stay High),spotify:track:14OxJlLdcHNpgsm4DRwDOB,https://open.spotify.com/track/14OxJlLdcHNpgsm4DRwDOB,['Tove Lo'],Queen Of The Clouds,77,3.49,110.02,5,1,0.729,0.65,-3.539,0.0313,0.0702,6.69e-05,0.0829,0.347,4,swedish pop
Don't Say Goodbye (feat. Tove Lo),spotify:track:0GTPmh5G40joBg93vcSQNq,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,"['Alok', 'Ilkay Sencan', 'Tove Lo']",Don't Say Goodbye (feat. Tove Lo),71,3.11,120.062,0,0,0.698,0.719,-4.923,0.0455,0.00829,4.01e-06,0.326,0.364,4,swedish pop
Talking Body,spotify:track:2tpfxAXiI52znho4WE3XFA,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA,['Tove Lo'],Queen Of The Clouds,69,3.97,119.999,4,0,0.736,0.761,-5.449,0.0338,0.0966,0.0,0.0823,0.114,4,swedish pop
Pressure (feat. Tove Lo),spotify:track:4ga4WvRNhMsIL38pkBbnIN,https://open.spotify.com/track/4ga4WvRNhMsIL38pkBbnIN,"['Martin Garrix', 'Tove Lo']",Pressure (feat. Tove Lo),66,2.41,114.978,7,0,0.859,0.558,-8.991,0.0902,0.659,0.324,0.124,0.357,4,swedish pop
Habits (Stay High) - Hippie Sabotage Remix,spotify:track:62N2JSA0jHmSH7Va9t7hIf,https://open.spotify.com/track/62N2JSA0jHmSH7Va9t7hIf,"['Tove Lo', 'Hippie Sabotage']",Queen Of The Clouds,65,4.32,121.011,4,0,0.735,0.686,-7.562,0.0366,0.00108,0.874,0.0933,0.0656,4,swedish pop
"It Must Have Been Love - From the Film ""Pretty Woman""",spotify:track:6kvoHl80mfCVTv7XnZkjQn,https://open.spotify.com/track/6kvoHl80mfCVTv7XnZkjQn,['Roxette'],It Must Have Been Love,79,4.31,80.609,5,1,0.52,0.652,-6.655,0.0274,0.34,5.49e-05,0.256,0.722,4,swedish pop
How Do You Do!,spotify:track:4Hn14NabX651eOOzsLL8Uc,https://open.spotify.com/track/4Hn14NabX651eOOzsLL8Uc,['Roxette'],Tourism (Extended Version),66,3.15,120.874,0,1,0.619,0.72,-6.584,0.0275,0.0194,1.68e-06,0.218,0.852,4,swedish pop
Listen To Your Heart (Alle Farben Remix),spotify:track:58XoPq7Ae5SL2TRMF63uD8,https://open.spotify.com/track/58XoPq7Ae5SL2TRMF63uD8,"['Roxette', 'Alle Farben']",Listen To Your Heart (Alle Farben Remix),60,2.44,123.95,11,0,0.686,0.881,-4.945,0.0611,0.204,0.00217,0.0691,0.236,4,swedish pop
The Look,spotify:track:79LdvxXi5JYUjhnO7v9Fi3,https://open.spotify.com/track/79LdvxXi5JYUjhnO7v9Fi3,['Roxette'],Look Sharp!,59,3.96,95.011,2,1,0.634,0.838,-5.363,0.0413,0.0531,8.34e-06,0.0522,0.541,4,swedish pop
Listen To Your Heart,spotify:track:1qIKynV6YQZgocodkPdCy7,https://open.spotify.com/track/1qIKynV6YQZgocodkPdCy7,['Roxette'],Look Sharp!,58,5.47,86.063,1,0,0.539,0.583,-4.935,0.0275,0.108,0.0,0.111,0.337,4,swedish pop
sex money feelings die,spotify:track:0g4fzRkbLeCDUCoe5iUOcf,https://open.spotify.com/track/0g4fzRkbLeCDUCoe5iUOcf,['Lykke Li'],so sad so sexy,73,2.33,134.055,8,0,0.789,0.534,-6.347,0.0709,0.323,3.42e-06,0.0645,0.631,4,swedish pop
sex money feelings die - slowed version,spotify:track:0dkvbYmXYEPK7gGMdytmfI,https://open.spotify.com/track/0dkvbYmXYEPK7gGMdytmfI,['Lykke Li'],sex money feelings die (slowed version),72,2.81,111.014,5,0,0.797,0.44,-6.587,0.0594,0.471,1.57e-06,0.0849,0.436,4,swedish pop
Little Bit,spotify:track:0Ps4Eh6SQjeLnubbCsQTDD,https://open.spotify.com/track/0Ps4Eh6SQjeLnubbCsQTDD,['Lykke Li'],Youth Novels,67,4.56,120.318,7,1,0.819,0.736,-6.504,0.0416,0.158,0.00161,0.109,0.701,4,swedish pop
I Follow Rivers - The Magician Remix,spotify:track:3zNNXjjjeLrzIXSJZKalDi,https://open.spotify.com/track/3zNNXjjjeLrzIXSJZKalDi,"['Lykke Li', 'The Magician']",Wounded Rhymes (Anniversary Edition),66,4.66,122.031,9,0,0.785,0.7,-5.81,0.0406,0.0179,0.00251,0.0823,0.296,4,swedish pop
Possibility,spotify:track:1sFbPuShR6R8v6vSMkx02x,https://open.spotify.com/track/1sFbPuShR6R8v6vSMkx02x,['Lykke Li'],Possibility,65,5.11,56.993,0,1,0.378,0.311,-10.012,0.0285,0.77,0.00183,0.0809,0.0767,4,swedish pop
Strangers,spotify:track:5mjYQaktjmjcMKcUIcqz4s,https://open.spotify.com/track/5mjYQaktjmjcMKcUIcqz4s,['Kenya Grace'],Strangers,97,2.88,169.982,11,0,0.628,0.523,-8.307,0.0946,0.701,0.00274,0.219,0.416,4,singer-songwriter pop
Only In My Mind,spotify:track:4PrGyX4YgCT6V3YqY7XEUw,https://open.spotify.com/track/4PrGyX4YgCT6V3YqY7XEUw,['Kenya Grace'],Only In My Mind,75,2.69,143.007,8,1,0.701,0.76,-9.588,0.107,0.701,0.138,0.111,0.423,4,singer-songwriter pop
Meteor,spotify:track:3q53rFJ6wnhLhm6W8VlA8P,https://open.spotify.com/track/3q53rFJ6wnhLhm6W8VlA8P,['Kenya Grace'],Meteor,69,2.85,166.814,8,0,0.571,0.619,-6.275,0.0906,0.315,0.000759,0.121,0.349,4,singer-songwriter pop
Afterparty Lover,spotify:track:2ccYam7ZiLclqflsnqcWke,https://open.spotify.com/track/2ccYam7ZiLclqflsnqcWke,['Kenya Grace'],Afterparty Lover (Sped Up Edit),62,2.35,145.047,9,0,0.775,0.718,-5.984,0.122,0.557,0.0,0.291,0.864,4,singer-songwriter pop
Strangers - sad acoustic version,spotify:track:2BRgLIB3KV9EYdUkOgDgWs,https://open.spotify.com/track/2BRgLIB3KV9EYdUkOgDgWs,['Kenya Grace'],Strangers (sad acoustic version),59,3.08,171.874,11,0,0.348,0.208,-12.274,0.0477,0.918,0.0,0.136,0.443,4,singer-songwriter pop
golden hour,spotify:track:5odlY52u43F5BjByhxg7wg,https://open.spotify.com/track/5odlY52u43F5BjByhxg7wg,['JVKE'],this is what ____ feels like (Vol. 1-4),85,3.49,94.467,4,1,0.515,0.593,-4.801,0.0322,0.653,0.162,0.25,0.153,3,singer-songwriter pop
this is what falling in love feels like,spotify:track:2PWTZV5znjLtZC5T1EVJvL,https://open.spotify.com/track/2PWTZV5znjLtZC5T1EVJvL,['JVKE'],this is what ____ feels like (Vol. 1-4),81,2.01,128.934,11,1,0.422,0.44,-5.53,0.0544,0.617,0.0,0.0837,0.332,5,singer-songwriter pop
this is what autumn feels like,spotify:track:2YOGCTiPJWMhZRdeadFj8G,https://open.spotify.com/track/2YOGCTiPJWMhZRdeadFj8G,['JVKE'],this is what autumn feels like,78,3.67,79.445,3,1,0.238,0.441,-7.42,0.0364,0.912,0.433,0.167,0.164,4,singer-songwriter pop
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",spotify:track:1vvcEHQdaUTvWt0EIUYcFK,https://open.spotify.com/track/1vvcEHQdaUTvWt0EIUYcFK,"['Kodak Black', 'NLE Choppa', 'Jimin', 'JVKE', 'Muni Long', 'Fast & Furious: The Fast Saga']","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",76,2.93,84.924,10,0,0.715,0.681,-4.25,0.113,0.129,0.0,0.152,0.277,4,singer-songwriter pop
this is what heartbreak feels like,spotify:track:4RxdAzEmkPXTiIU6ULLoXh,https://open.spotify.com/track/4RxdAzEmkPXTiIU6ULLoXh,['JVKE'],this is what ____ feels like (Vol. 1-4),72,2.63,109.991,1,1,0.707,0.474,-4.603,0.0672,0.578,0.0,0.11,0.538,4,singer-songwriter pop
Wild Ones (feat. Jelly Roll),spotify:track:2kE2HFBFkJ0VMw3igxYohz,https://open.spotify.com/track/2kE2HFBFkJ0VMw3igxYohz,"['Jessie Murph', 'Jelly Roll']",Wild Ones (feat. Jelly Roll),82,2.38,136.03,0,1,0.65,0.689,-3.543,0.0449,0.0878,0.0,0.172,0.294,4,singer-songwriter pop
Pray,spotify:track:7MOCaEUbfGyq1K96umNVwJ,https://open.spotify.com/track/7MOCaEUbfGyq1K96umNVwJ,['Jessie Murph'],drowning,75,2.44,96.571,8,1,0.588,0.39,-7.753,0.0578,0.726,1.26e-05,0.0965,0.206,4,singer-songwriter pop
Always Been You,spotify:track:53UMRr4KOgZP5Ins0aGlhs,https://open.spotify.com/track/53UMRr4KOgZP5Ins0aGlhs,['Jessie Murph'],drowning,75,2.2,137.12,3,0,0.655,0.572,-7.666,0.0535,0.646,1.81e-06,0.0774,0.403,4,singer-songwriter pop
How Could You,spotify:track:7wB9sL81rFRGhRt6msZ9CV,https://open.spotify.com/track/7wB9sL81rFRGhRt6msZ9CV,['Jessie Murph'],drowning,73,3.13,146.749,11,1,0.573,0.17,-10.576,0.0555,0.834,3.08e-06,0.108,0.28,3,singer-songwriter pop
Heartbroken (feat. Jessie Murph & Polo G),spotify:track:60eA3QITW5G2D7Woc11uKc,https://open.spotify.com/track/60eA3QITW5G2D7Woc11uKc,"['Diplo', 'Jessie Murph', 'Polo G']",Diplo Presents Thomas Wesley: Chapter 2 - Swamp Savant,72,3.41,146.978,2,1,0.67,0.589,-5.693,0.0873,0.379,0.0,0.0942,0.628,4,singer-songwriter pop
ceilings,spotify:track:2L9N0zZnd37dwF0clgxMGI,https://open.spotify.com/track/2L9N0zZnd37dwF0clgxMGI,['Lizzy McAlpine'],five seconds flat,86,3.05,148.005,9,1,0.516,0.322,-11.762,0.0292,0.473,0.00194,0.215,0.261,3,singer-songwriter pop
Call Your Mom (with Lizzy McAlpine),spotify:track:3fKpSA5w8iqLe9sNdIDESW,https://open.spotify.com/track/3fKpSA5w8iqLe9sNdIDESW,"['Noah Kahan', 'Lizzy McAlpine']",Call Your Mom (with Lizzy McAlpine),76,4.58,172.399,0,1,0.396,0.244,-11.391,0.0355,0.725,8.29e-05,0.111,0.178,4,singer-songwriter pop
hate to be lame,spotify:track:26MJjeJ0NSOQDKeZzrEFMl,https://open.spotify.com/track/26MJjeJ0NSOQDKeZzrEFMl,"['Lizzy McAlpine', 'FINNEAS']",five seconds flat,70,2.61,137.366,10,0,0.522,0.251,-12.626,0.0603,0.871,0.000258,0.0769,0.303,3,singer-songwriter pop
doomsday,spotify:track:4WjxtORnwPavm5PDsAWJEc,https://open.spotify.com/track/4WjxtORnwPavm5PDsAWJEc,['Lizzy McAlpine'],five seconds flat,69,4.47,134.587,1,1,0.404,0.268,-9.631,0.0341,0.583,0.0,0.102,0.124,3,singer-songwriter pop
reckless driving,spotify:track:5GpEHUNI0T7L7H3DnAaBXh,https://open.spotify.com/track/5GpEHUNI0T7L7H3DnAaBXh,"['Lizzy McAlpine', 'Ben Kessler']",five seconds flat,68,3.15,199.956,0,1,0.532,0.39,-10.495,0.234,0.684,0.0,0.184,0.431,4,singer-songwriter pop
Spinnin,spotify:track:4r0kug4vaNx3d8qyDLhQes,https://open.spotify.com/track/4r0kug4vaNx3d8qyDLhQes,"['Connor Price', 'Bens']",Spin The Globe,73,1.85,140.013,11,0,0.765,0.572,-6.153,0.128,0.226,0.0,0.192,0.475,4,singer-songwriter pop
SPLAT,spotify:track:71rw9MB77BR8LHMFZK8gKV,https://open.spotify.com/track/71rw9MB77BR8LHMFZK8gKV,['Connor Price'],SPLAT,70,2.09,108.056,7,1,0.908,0.45,-7.174,0.314,0.0608,0.0,0.0663,0.515,4,singer-songwriter pop
Violet,spotify:track:7IezwtVIJIPC36LpKMR9d7,https://open.spotify.com/track/7IezwtVIJIPC36LpKMR9d7,"['Connor Price', 'Killa']",Spin The Globe,69,2.05,119.973,8,0,0.924,0.716,-7.158,0.0541,0.0177,1.15e-06,0.128,0.48,4,singer-songwriter pop
HOV - Remix,spotify:track:35kDv86L9VuUoj29YTHmE6,https://open.spotify.com/track/35kDv86L9VuUoj29YTHmE6,"['Connor Price', 'Nic D', 'GRAHAM']",HOV (Remix),68,2.77,119.959,8,1,0.894,0.574,-7.369,0.0971,0.0878,6.8e-05,0.255,0.529,4,singer-songwriter pop
Buddy,spotify:track:5GZp8q9eZ9qn0TSwAayT1o,https://open.spotify.com/track/5GZp8q9eZ9qn0TSwAayT1o,"['Connor Price', 'Hoodie Allen']",Buddy,67,1.97,140.015,6,0,0.914,0.506,-5.373,0.223,0.204,0.0,0.103,0.428,4,singer-songwriter pop
